Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column102;Column103;Column104;Column105;Column106;Column107;Column108;Column109;Column110;Column111;Column112;Column113
F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;B
F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;A
T;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;F;T;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;B
F;F;F;F;F;T;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;F;F;F;T;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;B
F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;B
F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;B
F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;B
F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;F;A
F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;B
F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;T;F;F;F;F;T;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;T;F;F;F;F;B
F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;B
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;B
F;F;F;T;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;B
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;B
F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;B
F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;B
T;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;B
F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;A
F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;B
F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;T;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;F;A
F;F;F;T;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;B
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;B
F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;B
F;F;F;F;F;T;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;B
F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;T;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;B
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;B
F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;B
F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;B
F;F;F;T;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;A
F;F;T;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;B
F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
T;F;F;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;B
T;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;T;F;F;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;T;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;B
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;B
F;F;F;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;T;F;F;T;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;B
F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;F;F;F;T;A
F;F;F;F;F;T;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;T;F;T;T;F;F;F;F;F;F;F;F;F;F;F;T;T;F;F;F;F;T;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;B
F;F;F;F;F;T;F;F;T;F;T;F;F;F;F;F;F;F;F;F;T;F;F;T;F;F;F;F;F;F;F;T;T;F;F;F;F;F;F;F;F;F;T;F;F;F;F;T;T;F;F;F;F;F;T;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;F;T;F;F;F;T;F;F;T;F;F;F;F;F;T;F;T;F;F;F;F;F;F;F;F;F;F;T;F;F;F;F;F;F;F;T;F;B
